"","Property ID","Host ID","Listing Title","Property Type","Listing Type","Created Date","Last Scraped Date","Country","State","City","Zipcode","Neighborhood","Metropolitan Statistical Area","Average Daily Rate","Annual Revenue LTM","Occupancy Rate LTM","Number of Bookings LTM","Number of Reviews","Overall Rating","Bedrooms","Bathrooms","Max Guests","Calendar Last Updated","Response Rate","Response Time (min)","Superhost","Cancellation Policy","Security Deposit","Cleaning Fee","Extra People Fee","Published Nightly Rate","Published Monthly Rate","Published Weekly Rate","Check-in Time","Checkout Time","Minimum Stay","Count Reservation Days LTM","Count Available Days LTM","Count Blocked Days LTM","Number of Photos","Business Ready","Instantbook Enabled","Listing URL","Listing Main Image URL","Latitude","Longitude","price_norm","photo_room_ratio"
"26984",281703,1468376,"Great 1 bdrm ap in the East Village","Apartment","Entire home/apt",2011-12-03,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",135,1080,0.5,1,2,3,1,1,3,2015-11-30,100,28.27,"False","Flexible",200,40,30,170,3640,910,NA,NA,2,8,17,341,3,"False","No","https://www.airbnb.com/rooms/281703","https://a2.muscache.com/im/pictures/2885519/00db3315_original.jpg",40.728044089381,-73.9810044910692,-9.86881951914374,1.5
"26987",5670654,29399846,"Cozy &amp; Quiet East Village Apt","Apartment","Entire home/apt",2015-03-15,2016-02-05,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",145.14,2032,1,3,5,4.6,1,1,2,2015-10-31,NA,NA,NA,"Flexible",NA,35,NA,145,4060,1015,NA,NA,2,14,126,226,5,"False","No","https://www.airbnb.com/rooms/5670654","https://a0.muscache.com/im/pictures/102325426/cb78c527_original.jpg",40.7251222824022,-73.98240497714,-2.96637047355579,2.5
"27102",277334,1448239,"Artful flat in heart of E Village","Apartment","Entire home/apt",2011-11-26,2016-03-02,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",180.3,10097,0.415,10,30,4.8,1,1,2,2016-01-29,100,450.38,"False","Strict",400,120,NA,155,3500,1000,"4:00 PM","11:00 AM",3,56,128,182,15,"False","No","https://www.airbnb.com/rooms/277334","https://a1.muscache.com/im/pictures/2814869/49bfb7c7_original.jpg",40.728722682714,-73.9844265643989,0.260430843718239,7.5
"27132",7804414,39301126,"Modern E Village 2 RM Studio","Apartment","Entire home/apt",2015-08-07,2016-10-25,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",220.53,14555,0.617,16,19,4.5,1,1,3,2016-10-13,69,15.19,"False","Strict",100,108,30,307,5572,1393,"Anytime after 3PM","11AM",1,66,85,215,10,"False","No","https://www.airbnb.com/rooms/7804414","https://a2.muscache.com/im/pictures/106172174/dc428644_original.jpg",40.7292957863313,-73.9808476074555,48.5843082297485,5
"27142",15962,62407,"An East Village winter adventure!","Apartment","Entire home/apt",2009-12-14,2016-10-26,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",130,13000,0.526,11,58,4.3,1,1,2,2016-10-03,100,128.07,"False","Strict",NA,NA,NA,130,3640,900,NA,NA,3,100,96,170,4,"False","No","https://www.airbnb.com/rooms/15962","https://a2.muscache.com/im/pictures/78170/4decbb9d_original.jpg",40.7235951322958,-73.9846631388715,-32.2330389070153,2
"27185",730739,2812700,"Big, Gorgeous Room - Heart of NYC!","Apartment","Private room",2012-10-07,2016-02-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",109.8,2745,0.543,4,41,4.8,1,1,2,2016-01-26,NA,NA,"False","Strict",200,20,30,79,2200,700,NA,NA,5,25,30,311,12,"False","No","https://www.airbnb.com/rooms/730739","https://a0.muscache.com/im/pictures/9974092/24f8087e_original.jpg",40.7267578904126,-73.9837521426589,-65.3832427246636,6
"27307",4831876,24862289,"Bright 1 bedroom / East Village","Apartment","Entire home/apt",2014-11-27,2016-07-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",186.34,7640,0.672,18,13,4.6,1,1,3,2016-06-29,88,810,"False","Flexible",NA,40,15,125,3500,1075,NA,"12PM (noon)",1,41,76,249,10,"True","No","https://www.airbnb.com/rooms/4831876","https://a2.muscache.com/im/pictures/3ebe8425-3120-4290-9e86-ac325d191c62.jpg",40.7288962803931,-73.9806210788317,21.0064526637169,5
"27311",7799410,41048203,"Bright East Village 2 Bed 1 Bath","Apartment","Entire home/apt",2015-08-07,2016-07-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",259.55,34520,0.552,26,19,4.5,2,1,6,2016-02-21,NA,NA,"False","Strict",NA,80,30,240,6720,1680,NA,NA,3,133,144,89,24,"True","No","https://www.airbnb.com/rooms/7799410","https://a1.muscache.com/im/pictures/103242072/02b2941e_original.jpg",40.7280985820407,-73.9814364946659,-11.7028379459924,8
"27316",7839087,11770696,"Sunny East Village Apartment","Apartment","Private room",2015-08-09,2016-03-25,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",88.7,16765,0.955,29,26,4.9,1,1.5,2,2016-03-07,NA,NA,NA,"Moderate",NA,NA,20,90,2100,570,"3:00 PM","12:00 PM (noon)",2,189,9,168,8,"True","No","https://www.airbnb.com/rooms/7839087","https://a2.muscache.com/im/pictures/a6c8e118-efc5-4b8d-9548-a75728927582.jpg",40.7290779540316,-73.9820350762824,-113.251042880461,3.2
"27317",5312899,27522119,"East Village Room","Apartment","Private room",2015-02-07,2016-03-14,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",118.75,1425,0.174,4,2,5,1,1,1,2015-12-01,NA,NA,NA,"Moderate",NA,NA,65,125,2500,800,NA,NA,2,12,330,24,9,"False","No","https://www.airbnb.com/rooms/5312899","https://a2.muscache.com/im/pictures/66373263/7b710e0e_original.jpg",40.7263235912198,-73.9805544870581,-43.8011543051771,4.5
"27370",5534638,3876085,"Unreal Apartment in East Village","Apartment","Entire home/apt",2015-03-03,2016-09-13,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",255.5,1533,0.109,2,6,4.8,1,1,2,2016-09-13,89,411.22,"False","Moderate",NA,50,NA,210,4480,1120,NA,"4PM",1,6,349,11,13,"False","No","https://www.airbnb.com/rooms/5534638","https://a1.muscache.com/im/pictures/69245546/0431bb3c_original.jpg",40.7262517146125,-73.977884727243,86.4737437859988,6.5
"27378",6277038,12223573,"Bright &amp; Airy Studio","Apartment","Entire home/apt",2015-05-03,2016-06-25,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",145.14,5080,0.745,9,9,4.7,0,1,4,2016-06-13,NA,NA,"False","Strict",NA,50,NA,125,3500,875,NA,"12AM (midnight)",1,35,15,316,7,"False","No","https://www.airbnb.com/rooms/6277038","https://a1.muscache.com/im/pictures/78358265/fd6bd16e_original.jpg",40.7277362940607,-73.9789795317047,45.5616246795258,7
"27395",2856188,32330,"MANHATTAN-E.Vill Garden apt-slps8+4","Apartment","Entire home/apt",2014-04-21,2016-02-14,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",517.12,132899,0.708,53,43,4.7,5,3,12,2016-02-14,NA,NA,"False","Strict",NA,200,25,399,12000,2793,"3:00 PM","11:00 AM",3,257,106,3,51,"False","Yes","https://www.airbnb.com/rooms/2856188","https://a0.muscache.com/im/pictures/38310437/3c86d96f_original.jpg",40.7240178042357,-73.9767995883941,-118.780904711507,6.375
"27397",2399431,4421803,"Spacious 1 bdrm  East Village NYC","Apartment","Entire home/apt",2014-02-14,2016-05-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",155.75,46882,0.907,54,44,4.6,1,1,3,2016-05-10,NA,NA,"False","Strict",NA,75,20,130,5000,1400,"1:00 PM","11:00 AM",1,301,31,34,17,"True","No","https://www.airbnb.com/rooms/2399431","https://a0.muscache.com/im/pictures/57836628/6e10cadc_original.jpg",40.7290254375584,-73.9821905725839,-36.6604195873909,8.5
"27540",1673912,2326551,"East Village Apt!Reduced for Winter","Apartment","Entire home/apt",2013-09-15,2016-02-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",146.17,6724,0.299,11,8,4.3,2,1,4,2016-02-21,90,360.9,"False","Moderate",NA,40,NA,89,2492,623,NA,NA,1,46,200,120,15,"False","No","https://www.airbnb.com/rooms/1673912","https://a2.muscache.com/im/pictures/24013773/5863fc19_original.jpg",40.728560235149,-73.982789108748,-93.6047971865727,5
"27556",456348,1465519,"Charming Room In East Village","Apartment","Private room",2012-05-01,2016-03-14,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",103.2,516,0.333,1,15,4.3,1,1,3,2016-03-09,75,1184.58,"False","Strict",100,33,18,95,2595,720,"2:00 PM","12:00 PM (noon)",2,5,345,16,11,"True","No","https://www.airbnb.com/rooms/456348","https://a0.muscache.com/im/pictures/5481813/6d0f7b20_original.jpg",40.7257019283254,-73.9824073837882,-79.4977667241545,5.5
"27558",7881733,38160836,"Cozy studio in East Village","Apartment","Entire home/apt",2015-08-12,2016-02-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",171.08,6672,0.574,12,8,4.7,1,1,2,2016-01-11,NA,NA,"False","Moderate",NA,10,NA,169,4732,1183,"11:00 AM","12:00 PM (noon)",2,39,82,245,13,"False","No","https://www.airbnb.com/rooms/7881733","https://a2.muscache.com/im/pictures/105875865/9baa8700_original.jpg",40.7252966218199,-73.9845604567809,2.05374378599871,6.5
"27562",2913167,14878822,"Charming East Village Studio Apt","Apartment","Entire home/apt",2014-04-28,2016-03-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",142.5,9120,0.831,4,4,4,0,1,3,2016-03-18,NA,NA,NA,"Strict",250,150,25,136,3200,950,"3:00 PM","11:00 AM",7,64,132,170,19,"False","Yes","https://www.airbnb.com/rooms/2913167","https://a0.muscache.com/im/pictures/37573224/e908a283_original.jpg",40.7298802826217,-73.9826781083682,23.4963189530532,19
"27587",6589337,4394424,"3BR, Apt. in the HEART of E.Village","Apartment","Entire home/apt",2015-05-27,2016-01-01,"United States","New York","New York",10009,"Stuyvesant Town","New York-Newark-Jersey City, NY-NJ-PA Metro Area",310.06,16433,0.576,10,8,3.2,3,1,6,2015-09-29,NA,NA,"False","Strict",NA,50,NA,300,7500,2100,"12:00 PM (noon)","1:00 PM",1,53,221,0,11,"False","No","https://www.airbnb.com/rooms/6589337","https://a0.muscache.com/ac/pictures/87167937/c84236a0_original.jpg",40.7311672969461,-73.9790092692878,23.6198577617263,2.75
"27641",59735,230086,"Brand new lg 1 bed in E. Village, 2","Apartment","Entire home/apt",2010-11-12,2016-03-21,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",201.22,40243,0.641,29,45,4.8,1,1,4,2016-03-18,NA,NA,NA,"Strict",200,60,NA,229,6412,1603,NA,NA,5,200,112,54,13,"False","No","https://www.airbnb.com/rooms/59735","https://a0.muscache.com/im/pictures/4124756/6e60686c_original.jpg",40.7270172309803,-73.976715360509,24.4179817981303,6.5
"27658",5444816,28241595,"Bright & Beautiful E.Village Studio","Apartment","Entire home/apt",2015-02-22,2015-09-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",224,448,0.667,0,8,5,1,1,3,2015-08-21,NA,NA,"False","Strict",350,125,NA,199,4770,1200,"3:00 PM","12:00 PM (noon)",1,2,137,44,14,"False","No","https://www.airbnb.com/rooms/5444816","https://a2.muscache.com/im/pictures/69243125/37888dd8_original.jpg",40.7219039971553,-73.982287294035,45.5792063209243,7
"27683",3807538,4021487,"Boutique Designer 2Bed+2Bath Apt.","Apartment","Entire home/apt",2014-08-04,2016-01-17,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",495.93,51576,0.495,23,38,4.7,2,2,5,2016-01-15,100,0.62,"False","Strict",500,150,50,349,8500,2443,"3:00 PM","12:00 PM (noon)",1,104,166,4,26,"False","Yes","https://www.airbnb.com/rooms/3807538","https://a2.muscache.com/ac/pictures/70856424/5352b180_original.jpg",40.7276374570624,-73.9830402859777,166.802181424708,6.5
"27716",2886079,2670348,"Spacious 1br, EAST VILL","Apartment","Entire home/apt",2014-04-24,2016-07-16,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",150.33,2405,0.762,2,15,4.8,1,1,2,2016-06-13,100,28.73,"True","Strict",NA,55,NA,187,2500,800,NA,NA,4,16,12,338,5,"False","No","https://www.airbnb.com/rooms/2886079","https://a0.muscache.com/im/pictures/51203601/3bc737ae_original.jpg",40.7263406574492,-73.9793265630102,-13.5218143842213,2.5
"27803",3318286,16753299,"Cozy East Village Pad","Apartment","Entire home/apt",2014-06-14,2016-01-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",161.9,11171,0.75,3,5,4.4,1,1,2,2016-01-17,NA,NA,"False","Strict",750,150,NA,155,3255,922,"1:00 PM","12:00 PM (noon)",7,69,205,0,8,"False","Yes","https://www.airbnb.com/rooms/3318286","https://a0.muscache.com/ac/pictures/42096659/b0076513_original.jpg",40.7260621656197,-73.9803038009977,-6.80814081583939,4
"27809",5566792,28860633,"East Village Plant-Filled Studio","Apartment","Entire home/apt",2015-03-06,2016-09-04,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",150.16,4805,0.552,9,11,4.9,0,1,2,2016-08-26,100,325.03,NA,"Flexible",NA,15,NA,165,4200,1000,NA,"7:00 PM",4,32,26,308,15,"False","No","https://www.airbnb.com/rooms/5566792","https://a0.muscache.com/im/pictures/83318908/6b3e1b65_original.jpg",40.7272653895776,-73.9742739485069,53.3768647725429,15
"27815",2378118,7118541,"Amazing Location! 2 Bedroom 2 Full Bathrooms NYC!!","Apartment","Entire home/apt",2014-02-10,2016-07-28,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",383.03,84267,0.726,48,65,4.4,2,2,5,2016-07-28,100,22.95,"False","Strict",500,140,50,299,11200,2093,"Anytime after 3PM","11AM",1,220,141,5,29,"True","Yes","https://www.airbnb.com/rooms/2378118","https://a1.muscache.com/im/pictures/32210374/ccc4d96e_original.jpg",40.7261513172494,-73.9856414123159,39.9125555163918,7.25
"27843",1447952,4330935,"Our sunny East Village Apartment","Apartment","Entire home/apt",2013-07-26,2016-10-07,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",166.8,10175,0.871,13,19,4.9,1,1,2,2016-09-30,NA,NA,"False","Strict",100,50,NA,200,4200,900,NA,NA,3,61,46,259,12,"False","No","https://www.airbnb.com/rooms/1447952","https://a2.muscache.com/im/pictures/106183272/1ba84e07_original.jpg",40.7239637790065,-73.9790173078246,-8.38324272466363,6
"27889",3363949,16971532,"Charming 2BR APT in East Village!!","Apartment","Entire home/apt",2014-06-19,2016-04-20,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",238.07,41900,0.775,32,51,4.5,2,1,4,2016-04-12,NA,NA,NA,"Strict",300,100,NA,230,6440,1610,"2:00 PM","12:00 PM (noon)",2,176,51,139,17,"True","No","https://www.airbnb.com/rooms/3363949","https://a1.muscache.com/im/pictures/42965757/2b117fd4_original.jpg",40.7283305106854,-73.9806967352577,-21.8514096055501,5.66666666666667
"27965",5672825,6726656,"Huge Bedroom in building in a Park","Apartment","Private room",2015-03-15,2016-01-01,"United States","New York","New York",10009,"Stuyvesant Town","New York-Newark-Jersey City, NY-NJ-PA Metro Area",136.43,955,1,2,5,4,1,1,2,2015-11-06,100,651.92,"False","Moderate",95,40,NA,85,2380,595,NA,NA,2,7,91,176,10,"False","No","https://www.airbnb.com/rooms/5672825","https://a1.muscache.com/ac/pictures/70752655/704f9298_original.jpg",40.7308125388595,-73.9777916834446,-5.59362473688097,5
"27984",1163937,6375543,"East Village studio!","Apartment","Entire home/apt",2013-05-12,2016-02-05,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",94.11,847,0.529,4,29,4.4,1,1,2,2016-02-04,NA,NA,NA,"Strict",NA,19,NA,75,2100,525,NA,"5:00 PM",1,9,17,340,3,"False","No","https://www.airbnb.com/rooms/1163937","https://a1.muscache.com/im/pictures/17559920/06c9dc5a_original.jpg",40.7257694154872,-73.9785687244849,-66.5042634298091,1.5
"28026",4726930,24411631,"BIG East Village Room Prime Locale","Apartment","Private room",2014-11-13,2016-03-26,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",95,380,0.364,1,1,5,1,1,2,2015-12-18,NA,NA,"False","Flexible",NA,NA,NA,145,4060,1015,NA,NA,1,4,281,81,13,"False","No","https://www.airbnb.com/rooms/4726930","https://a1.muscache.com/im/pictures/64236202/660ffb85_original.jpg",40.7305246422761,-73.9826733505918,-66.0565742912041,6.5
"28034",1713896,4144155,"1 bedroom apartment East Village","Apartment","Entire home/apt",2013-09-24,2016-06-25,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",141.32,6642,0.618,10,26,4.8,1,1,1,2016-06-15,NA,NA,NA,"Moderate",NA,NA,NA,200,5500,1300,NA,"1PM",4,47,101,218,7,"True","No","https://www.airbnb.com/rooms/1713896","https://a1.muscache.com/im/pictures/38386385/7f6c17be_original.jpg",40.727156396239,-73.9831201957637,-27.1269028274621,3.5
"28054",3090766,422286,"New East Village 5 bedroom Apt","Apartment","Entire home/apt",2014-05-19,2016-06-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",884.62,11500,0.812,4,5,4.8,5,2,14,2016-03-01,NA,NA,"False","Moderate",NA,NA,NA,1200,33600,8400,"Anytime after 12PM (noon)","12PM (noon)",1,13,6,347,30,"True","No","https://www.airbnb.com/rooms/3090766","https://a2.muscache.com/im/pictures/41315051/b449df74_original.jpg",40.7298265920523,-73.9807505956141,345.126571972577,4.28571428571429
"28065",1557548,3219454,"Great 3 Bdrm Duplex apt w rooftop!","Apartment","Entire home/apt",2013-08-20,2016-05-04,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",1000,7000,0.099,2,0,NA,3,2,8,2016-04-06,NA,NA,"False","Flexible",NA,NA,NA,1000,28000,5600,NA,NA,1,7,316,43,14,"False","No","https://www.airbnb.com/rooms/1557548","https://a1.muscache.com/im/pictures/22733952/510be0d9_original.jpg",40.7247068007357,-73.9852241025288,638.531941043685,2.8
"28130",4670910,3761035,"Apartment in east village, fits 4","Apartment","Entire home/apt",2014-11-06,2016-07-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",197.54,12840,0.425,12,9,3.6,2,1,4,2016-02-11,20,1440,NA,"Strict",NA,NA,NA,199,3600,1393,NA,NA,1,65,301,0,10,"True","No","https://www.airbnb.com/rooms/4670910","https://a2.muscache.com/im/pictures/58652626/5c5a51fe_original.jpg",40.7289329636968,-73.9800760253176,-51.0499812651077,3.33333333333333
"28140",6401333,33380370,"3B on 7 Street East Village","Apartment","Entire home/apt",2015-05-13,2016-01-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",300,2100,0.233,1,3,4,3,1,5,2015-07-14,NA,NA,NA,"Moderate",NA,NA,NA,300,6500,2100,"10:00 AM","2:00 PM",1,7,23,244,8,"False","No","https://www.airbnb.com/rooms/6401333","https://a2.muscache.com/ac/pictures/80204796/f5a2256e_original.jpg",40.7231991069958,-73.9778750935193,4.04564113571055,2
"28141",6493693,20212516,"Beautiful sunnyroom in East Village","Apartment","Private room",2015-05-20,2016-04-21,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",68.55,8294,0.791,10,5,4.2,1,1,1,2016-04-21,100,4.2,"False","Strict",NA,30,NA,65,1400,400,NA,NA,3,121,55,190,7,"False","No","https://www.airbnb.com/rooms/6493693","https://a1.muscache.com/im/pictures/81618420/477a56b9_original.jpg",40.7274410994122,-73.9763994774759,-98.5393653386333,3.5
"28159",8034458,42422050,"Cozy East Village Apt - Sleeps 3","Apartment","Entire home/apt",2015-08-23,2016-05-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",209.25,39340,0.637,32,19,4.8,1,1,3,2016-04-29,NA,NA,NA,"Moderate",195,100,NA,195,5460,1365,"3:00 PM","12:00 PM (noon)",2,188,139,39,10,"False","No","https://www.airbnb.com/rooms/8034458","https://a2.muscache.com/im/pictures/8ae212db-6a1e-4022-809e-7303bcd434b3.jpg",40.7294002101093,-73.9809946649541,45.0800702176168,5
"28160",8035733,15286211,"Luxury in the East Village","Apartment","Entire home/apt",2015-08-23,2016-03-18,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",276.02,29258,0.579,20,13,4.3,2,1,4,2016-03-03,100,6.12,"False","Moderate",100,80,NA,250,5750,1750,"3:00 PM","12:00 PM (noon)",2,106,77,183,20,"True","No","https://www.airbnb.com/rooms/8035733","https://a2.muscache.com/im/pictures/44fe6dd7-459d-4290-97c7-90ec658a7405.jpg",40.724192764853,-73.9832351967443,19.0180259507001,6.66666666666667
"28614",2101112,10428512,"Sunny Room& ROOFTOP! Above All FUN!","Apartment","Private room",2013-12-21,2016-11-02,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",87.56,16374,0.776,23,32,4.5,1,1,2,2016-10-01,94,672.12,"False","Moderate",NA,20,20,100,2200,600,"Anytime after 11AM","11AM",1,187,54,94,11,"False","No","https://www.airbnb.com/rooms/2101112","https://a2.muscache.com/im/pictures/63435782/22b2e011_original.jpg",40.7288061884199,-73.9788720018467,-78.2287052595892,5.5
"28671",5581522,28939108,"Beautiful Private Room East Village","Apartment","Private room",2015-03-07,2016-11-01,"United States","New York","New York",10009,"Stuyvesant Town","New York-Newark-Jersey City, NY-NJ-PA Metro Area",150,150,1,1,0,NA,1,1,2,2015-03-08,NA,NA,"False","Flexible",NA,30,50,150,3360,840,NA,NA,2,1,0,365,4,"False","No","https://www.airbnb.com/rooms/5581522","https://a2.muscache.com/im/pictures/69502343/bc58635d_original.jpg",40.7339789044779,-73.9775797409759,25.6587100491524,2
"28686",2978508,13223508,"Great neighborhood in Manhattan!!","Apartment","Private room",2014-05-06,2016-10-25,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",134,1340,0.526,2,7,4.7,1,1,4,2016-10-12,30,1440,"False","Moderate",NA,20,25,150,3640,910,NA,NA,4,10,70,73,4,"False","No","https://www.airbnb.com/rooms/2978508","https://a0.muscache.com/im/pictures/76609840/e1b7341e_original.jpg",40.725679052134,-73.9818976791966,-20.4572769191469,2
"28750",7672924,40288332,"Luxury Apartment in Alphabet City","Apartment","Private room",2015-07-29,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",109.33,6560,0.6,12,7,4.7,1,1,2,2016-07-01,100,163.9,"False","Flexible",NA,30,20,130,2800,700,NA,NA,1,60,70,236,7,"False","No","https://www.airbnb.com/rooms/7672924","https://a0.muscache.com/im/pictures/98490336/e7127cf6_original.jpg",40.7213036707816,-73.9799989493503,-42.0139214279679,3.5
"28752",169063,498638,"Artistic East Village 1BR Apt.","Apartment","Entire home/apt",2011-07-10,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",211.07,8443,0.46,4,22,4.5,1,1,2,2016-09-26,100,300.93,"False","Strict",NA,100,NA,300,5600,1400,"Anytime after 12PM (noon)","12PM (noon)",7,40,262,64,19,"False","No","https://www.airbnb.com/rooms/169063","https://a1.muscache.com/im/pictures/1126537/84a0c01a_original.jpg",40.7298284113665,-73.9818974339857,24.555328934894,9.5
"28753",4819238,8961848,"Cozy, Clean Appt in Alphabet City!","Apartment","Private room",2014-11-26,2016-10-30,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",100,1500,0.882,3,5,4.2,1,0.5,2,2016-02-10,NA,NA,"False","Flexible",NA,NA,NA,90,2520,630,NA,NA,1,15,5,346,4,"False","No","https://www.airbnb.com/rooms/4819238","https://a0.muscache.com/im/pictures/60672206/c3fafd16_original.jpg",40.7298933468795,-73.9806034454667,-14.6022304205569,2.66666666666667
"28754",1709042,446290,"Charming 2 Bdm Apt in East Village","Apartment","Entire home/apt",2013-09-23,2016-09-27,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",283.7,41420,0.93,29,26,4.5,2,1,4,2016-06-22,50,840.77,"False","Moderate",200,85,30,350,5500,1855,"Anytime after 3PM","11AM",3,146,12,208,45,"False","No","https://www.airbnb.com/rooms/1709042","https://a0.muscache.com/im/pictures/70884217/e2b4a183_original.jpg",40.7295856836028,-73.9793400237413,-4.63806150275413,15
"28769",4588978,2786998,"Huge Sunlit Room on St Marks Pl. EV","Apartment","Private room",2014-10-26,2016-10-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",111.92,3805,0.296,11,8,4.5,1,1,2,2016-10-22,100,16.12,"False","Strict",NA,50,NA,150,2800,700,NA,NA,2,34,85,247,8,"False","No","https://www.airbnb.com/rooms/4588978","https://a2.muscache.com/im/pictures/86d2e5b3-d1a3-4114-80b4-a66107bef309.jpg",40.7268200824276,-73.9825486968333,-56.7881408158393,4
"28800",5153908,4301889,"Private Floor in East Village","Apartment","Entire home/apt",2015-01-18,2016-09-28,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",311,3732,0.8,2,1,5,2,2,3,2016-06-28,100,25.75,"False","Moderate",NA,81,NA,351,7560,2000,NA,NA,8,12,13,249,15,"False","No","https://www.airbnb.com/rooms/5153908","https://a0.muscache.com/im/pictures/65621975/eb73f915_original.jpg",40.7251781458373,-73.97961024122,7.45447366184183,3.75
"28805",2934894,14986049,"Large East Village Studio Apartment","Apartment","Entire home/apt",2014-05-01,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",196.54,16313,0.439,12,24,4.8,1,1,2,2016-06-27,83,1284.1,"False","Moderate",400,100,25,300,5600,1300,"Anytime after 4PM","12PM (noon)",2,83,252,31,12,"False","No","https://www.airbnb.com/rooms/2934894","https://a2.muscache.com/im/pictures/37938003/82a922ad_original.jpg",40.7232492016541,-73.9850781820443,29.1325192632048,6
"28808",5854872,310087,"East Village 1-bedroom paradise","Apartment","Entire home/apt",2015-04-01,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",142,4260,0.429,3,2,5,1,1,2,2016-09-20,100,320.1,"False","Moderate",NA,20,NA,160,3920,950,NA,NA,4,30,62,274,30,"False","No","https://www.airbnb.com/rooms/5854872","https://a2.muscache.com/im/pictures/84922275/b0f38ee8_original.jpg",40.7253405403909,-73.9787746480729,-54.5454393265041,15
